id;formacao_ouvinte;origem_ouvinte;instituicao_ouvinte;laboratorio_ouvinte;data;mes;ano;palestra;palestrante;titulo;responsavel;nacionalidade;origem_palestrante;instituicao_palestrante;ppge;laboratorio_palestrante;formacao_palestrante;tema #1;horario;semana;local
207;Licenciatura;IB;UFRJ;Limnologia;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
76;Doutorado;PPGE;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
139;Doutorado;PPGEE;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
144;Mestrado;PPGE;UFRJ;LECP;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
83;Mestrado;PPGE;PUC;IIS;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
204;Doutorado;PPGE;UFRJ;Ecologia Vegetal;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
226;Doutorado;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
58;Professor;Dept Ecologia;UFRJ;Inseto-Planta;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
179;PosDoc;PPGE;UFRJ;Limnologia;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
152;Researcher;Interno;UFRJ;Vertebrados;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
134;PosDoc;PPGEE;UERJ;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
21;Biologo;NA;NA;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
63;NA;NA;NA;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
90;Mestre;Interno;UFRJ;LEI;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
57;PosDoc;Interno;UFRJ;LEI;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
211;NA;NA;NA;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
198;Professor;Dept Ecologia;UFRJ;LEI;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
45;Professor;Dept Ecologia;UFRJ;Vertebrados;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
18;Doutorado;PPGE;UFRJ;Vertebrados;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
101;Doutorado;IIS;PUC;IIS;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
78;Mestrado;PPGE;UFRJ;Inseto-Planta;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
33;Doutorado;PPGE;UFRJ;Inseto-Planta;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
58;Professor;Dept Ecologia;UFRJ;Inseto-Planta;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
151;NA;NA;NA;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
100;NA;NA;NA;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
197;Biologo;Externo;Sao Jose;Limnologia;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
121;Doutorado;PPGE;UFRJ;Limnologia;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
132;Professor;Externo;Jardim Botanico;Polinizacao;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
141;Graduacao;IB;UFRJ;LEI;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
142;NA;NA;NA;NA;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
164;Doutorado;PPGE;Jardim Botanico;Polinizacao;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
150;PosDoc;PPGE;UFRJ;Vertebrados;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
98;PosDoc;Interno;UFRJ;Vertebrados;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
220;Professor;Dept Ecologia;UFRJ;Limnologia;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
221;Professor;Dept Ecologia;UFRJ;Limnologia;15;2;2017;13;Mario Almeida-Neto;Interações insetos-plantas no Antropoceno;Mario Almeida-Neto;Brasileiro;Externo;UFG;Nao;Planta-Herbivoro;Professor;Interacoes Ecologicas;0.604166667;Quarta;Sala 01
179;PosDoc;PPGE;UFRJ;Limnologia;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
58;Professor;Dept Ecologia;UFRJ;Inseto-Planta;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
45;Professor;Dept Ecologia;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
170;PosDoc;PPGE;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
212;Doutorado;PPGE;UFRJ;Entomologia;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
210;NA;NA;NA;NA;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
77;PosDoc;PPGE;UFRJ;Biogeoquimica;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
171;Doutorado;PPGE;UFRJ;Ecologia Vegetal;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
172;Doutorado;PPGE;UFRJ;Ecologia Vegetal;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
2;Doutorado;PPGE;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
186;Mestrado;PPGE;UFRJ;Inseto-Planta;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
51;Graduacao;IB;UFRJ;Inseto-Planta;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
178;Graduacao;IB;UFRJ;Inseto-Planta;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
146;Graduacao;IB;UFRJ;NA;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
95;Graduacao;IB;UFRJ;NA;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
165;Doutorado;PPGE;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
121;Doutorado;PPGE;UFRJ;Limnologia;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
88;Doutorado;PPGE;UFRJ;LBTP;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
73;Doutorado;PPGE;UFRJ;Limnologia;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
220;Professor;Dept Ecologia;UFRJ;Limnologia;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
221;Professor;Dept Ecologia;UFRJ;Limnologia;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
218;NA;NA;NA;NA;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
41;Graduacao;IB;UFRJ;NA;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
40;PosDoc;PPGE;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
123;Researcher;Interno;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
154;Professor;Dept Ecologia;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
12;PosDoc;PPGE;UFRJ;Vertebrados;16;11;2016;8;Arimatea C Ximes;Spatial assessment of the bioclimatic and environmental factors driving mangrove tree species distribution along the Brazilian coastline;Adriana Rocha;Brasileiro;Externo;Universite Libre de Bruxelles;Nao;Outros;Mestrado;Distribuicao de Especies;16;Quarta;Salao Azul
179;PosDoc;PPGE;UFRJ;Limnologia;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
40;PosDoc;Interno;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
52;PosDoc;Interno;NUPEM;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
133;Doutorado;PPGE;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
2;Doutorado;PPGE;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
171;Doutorado;PPGE;UFRJ;Ecologia Vegetal;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
172;Doutorado;PPGE;UFRJ;Ecologia Vegetal;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
58;Professor;Dept Ecologia;UFRJ;Inseto-Planta;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
189;Graduacao;Dept Ecologia;UFRJ;Limnologia;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
42;Doutorado;PPGE;UFRJ;Limnologia;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
15;Doutorado;PGECOL;UFJF;Limnologia;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
147;Doutorado;PPGE;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
103;Graduacao;Dept Ecologia;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
187;Graduacao;Dept Ecologia;UFRJ;Peixes;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
225;Graduacao;Dept Ecologia;UFRJ;NA;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
159;Graduacao;Dept Ecologia;UFRJ;NA;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
140;Graduacao;Dept Ecologia;UFRJ;NA;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
25;Graduacao;Dept Ecologia;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
61;Graduacao;Dept Ecologia;UFRJ;Vertebrados;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
175;Mestrado;PPE;UERJ;Peixes;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
177;Mestrado;PPE;UERJ;Peixes;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
198;Professor;Dept Ecologia;UFRJ;LEI;19;4;2017;19;Rafael Maciel de Freitas;Tamanho populacional: o principal gargalo para o controle de mosquitos vetores;Rafael Maciel de Freitas;Brasileiro;Externo;Fiocruz;Nao;Fiocruz;Pesquisador;Populacoes de Vetores;16;Quarta;Salao Azul
98;PosDoc;PPGE;UFRJ;Vertebrados;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
179;PosDoc;PPGE;UFRJ;Limnologia;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
160;Professor;Dept Ecologia;UFRJ;Vertebrados;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
5;PosDoc;PPGE;UFRJ;Limnologia;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
185;Doutorado;PPGE;UFRJ;Limnologia;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
2;Doutorado;PPGE;UFRJ;Vertebrados;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
90;Mestrado;PPGE;UFRJ;LEI;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
12;PosDoc;PPGE;UFRJ;Vertebrados;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
6;Graduacao;IB;UFRJ;NA;19;10;2016;5;Marcelo Weber;Competicao ou produtividade - o que afeta mais a variacao espacial da abundancia;Marcelo Weber;Brasileiro;Interno;UFRJ;Sim;Vertebrados;PosDoc;Macroecologia;16;Quarta;Helio Fraga
