id;formacao_ouvinte;origem_ouvinte;instituicao_ouvinte;laboratorio_ouvinte;data;mes;ano;palestra;palestrante;titulo;responsavel;nacionalidade;origem_palestrante;instituicao_palestrante;ppge;laboratorio_palestrante;formacao_palestrante;tema #1;horario;semana;local
30;Graduacao;IB;UFRJ;NA;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
52;PosDoc;PPGE;UFRJ;Vertebrados;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
87;Mestrado;PPGZoo;Museu;NA;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
143;PosDoc;PPGE;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
55;Doutorado;PPGE;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
185;Doutorado;PPGE;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
212;Doutorado;PPGE;UFRJ;Entomologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
56;Doutorado;PPGE;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
16;Doutorado;PPGE;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
198;Professor;Dept Ecologia;UFRJ;LEI;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
90;Mestrado;PPGE;UFRJ;LEI;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
72;PosDoc;PPGE;UFRJ;LEI;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
12;PosDoc;PPGE;UFRJ;Vertebrados;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
58;Professor;Dept Ecologia;UFRJ;Inseto-Planta;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
220;Professor;Dept Ecologia;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
221;Professor;Dept Ecologia;UFRJ;Limnologia;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
71;Professor;Dept Ecologia;UFRJ;Ecologia Vegetal;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
154;Professor;Dept Ecologia;UFRJ;Vertebrados;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
199;Professor;Dept Ecologia;UFRJ;Ecologia Vegetal;9;11;2016;7;Nicholas Marino;Qual o efeito do aquecimento global nas interacoes consumidor-recurso;Nicholas Marino;Brasileiro;Interno;UFRJ;Sim;Limnologia;PosDoc;Interacoes Ecologicas;16;Quarta;Helio Fraga
179;PosDoc;PPGE;UFRJ;Limnologia;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
201;Mestrado;PPGE;UFRJ;Rod Leao;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
154;Professor;Dept Ecologia;UFRJ;Vertebrados;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
104;NA;IBCCF;UFRJ;Biofisica;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
9;Professor;IBCCF;UFRJ;Biofisica;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
150;PosDoc;PPGE;UFRJ;Vertebrados;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
46;Graduacao;IB;UFRJ;Limnologia;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
57;Professor;Dept Ecologia;UFRJ;Inseto-Planta;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
168;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
127;Mestrado;PPGE;UFRJ;Vertebrados;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
149;NA;PPGE;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
165;Doutorado;PPGE;UFRJ;Vertebrados;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
70;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
62;Professor;Dept Biol Marinha;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
213;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
4;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
85;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
173;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
117;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
96;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
110;Graduacao;IB;UFRJ;NA;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
224;Doutorado;PPGE;UFRJ;IIS;12;4;2017;18;Paulo Solomon;O papel de parasitismo na ecologia de comunidades microbianas aquáticas;Paulo Solomon;Brasileiro;Interno;UFRJ;Sim;Plancton Marinho;Professor;Ecologia Microbiana;16;Quarta;Salao Azul
45;Professor;Dept Ecologia;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
58;Professor;Dept Ecologia;UFRJ;Inseto-Planta;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
220;Professor;Dept Ecologia;UFRJ;Limnologia;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
221;Professor;Dept Ecologia;UFRJ;Limnologia;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
7;Doutorado;PPGE;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
209;Doutorado;PPGE;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
78;Mestrado;PPGE;UFRJ;Inseto-Planta;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
186;Mestrado;PPGE;UFRJ;Inseto-Planta;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
147;Doutorado;PPGE;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
162;PosDoc;Interno;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
18;Doutorado;PPGE;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
5;PosDoc;Interno;UFRJ;Limnologia;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
121;Doutorado;PPGE;UFRJ;Limnologia;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
105;Mestrado;PPGE;UFRJ;Limnologia;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
150;PosDoc;PPGE;UFRJ;Vertebrados;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
179;PosDoc;PPGE;UFRJ;Limnologia;14;12;2016;12;PNPD;Balanco semestral;PNPD;Brasileiro;Interno;UFRJ;Sim;Misturado;PosDoc;Resumo;16;Quarta;Salao Azul
150;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
162;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
195;Doutor;IIS;PUC;IIS;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
36;Doutorado;PPGE;UFRJ;LECP;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
161;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
202;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
86;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
169;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
183;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
193;Biologo;Externo;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
123;Researcher;Interno;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
12;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
147;Doutorado;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
87;Mestrado;PPGZoo;Museu;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
52;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
222;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
68;Professor;Dept Botanica;UFRJ;Fisiologia Vegetal;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
19;Professor;Externo;UERJ;Ecologia Vegetal;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
171;Doutorado;PPGE;UFRJ;Ecologia Vegetal;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
172;Doutorado;PPGE;UFRJ;Ecologia Vegetal;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
71;Professor;Dept Ecologia;UFRJ;Ecologia Vegetal;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
115;Graduacao;Externo;UFF;LEAV;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
182;PosDoc;PPE/COPPE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
190;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
191;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
135;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
98;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
69;Mestrado;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
116;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
51;Graduacao;IB;UFRJ;Inseto-Planta;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
40;PosDoc;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
112;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
219;Doutorado;PPGEE;UERJ;Maja UERJ;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
73;Doutorado;PPGE;UFRJ;Limnologia;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
105;Mestrado;PPGE;UFRJ;Limnologia;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
3;Mestre;PPGE;UFRJ;Limnologia;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
29;Doutorado;PPGE;UFRJ;LECP;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
90;Mestrado;PPGE;UFRJ;LEI;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
186;Mestrado;PPGE;UFRJ;Inseto-Planta;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
2;Doutorado;PPGE;UFRJ;Vertebrados;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
131;Doutorado;PPGE;UFRJ;LECP;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
136;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
33;Doutorado;PPGE;UFRJ;Inseto-Planta;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
223;Graduacao;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
153;Licenciatura;IB;UFRJ;NA;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
206;Licenciatura;IB;UFRJ;Limnologia;14;9;2016;1;Robin Chazdon;Biomass recovery and carbon mitigation potential in regenerating Neotropical forests following agricultural land use;Mariana Ferreira;Extrangeira;Externo;University of Connecticut;Nao;Outros;Professor;Restauracao;16;Quarta;Salao Azul
